Location,Date,Mean Temp (°C),Total Rain (mm),pH,Total Snow (cm),Cool Deg Days (°C),Spd of Max Gust (km/h),Snow on Grnd (cm)
Kelley,2005-01-05,-3.930587177725538,-0.8192237000141214,-0.6271319061677182,-1.0377812612907675,0.11492808681762229,-0.10984384524334252,0.23546732333108872
Kelley,2005-01-06,-4.244048066887976,0.0424387670881902,-1.5146880103603273,-1.2223879640489947,0.40540867810510794,-1.2522208686111658,-0.7341353501304376
Kelley,2005-01-07,-3.2447346943276267,-0.5919408522821503,-0.6762806508948459,-1.0157106018190762,0.09377623322474056,-0.7248018044053405,-0.4484562441166974
Kelley,2005-01-08,-3.16010615473401,-0.6307524257393438,-0.6494687600724716,-1.0472783455745924,0.17622369014858538,-0.8315392403862335,-0.36274236848300284
Kelley,2005-01-09,-3.278861284375558,-0.649341633635182,-0.581785917236619,-1.0379938881227861,0.20936959137698016,-0.6991145568621965,-0.15029840715208848
Kelley,2005-01-10,-3.202399535989007,-0.7661344760089546,-0.6948864204861307,-1.1158083392023765,0.5133996598768202,-0.9197004730909314,0.36467955820140785
Kelley,2005-01-11,-3.7854695862049432,-0.5062098255456942,-0.4748818168037014,-1.0194878190778496,-0.0008259404981631564,-0.3675776078777852,-0.4216538834238821
Kelley,2005-01-12,-4.241703000868571,0.04835788653342562,-1.0162612644763724,-0.9588775696647014,0.20898142666100056,-0.47682044992060124,-0.23790271637595256
Kelley,2005-01-13,-2.246537581661697,-0.573737089851832,-0.21791061874584852,-0.5566851545565003,0.1070781093390252,-0.1942818285586995,0.5506125500446438
Kelley,2005-01-14,-1.3033296437811455,-0.08705631719953774,-0.6158556403486775,-0.23684662759228228,0.2984195239112838,-0.5792991482601177,0.7801544302335636
Kelley,2005-01-15,-3.400626475760845,-0.4636337727269161,-0.8211733517901594,-1.0837175075088155,-0.034735202143143844,-0.8578290314549275,-1.045039009296751
Kelley,2005-01-16,-4.161495767003782,0.5390026952040409,-1.681651260101287,-0.6524467828112177,0.08074907700806924,-0.2798994799762917,-0.28597752635263196
Kelley,2005-01-17,-3.620316717291399,-0.08493764875447607,-1.0065179513066778,-0.7019647439214046,-0.18856615665483362,-0.12393253467520204,-0.5150528991175689
Kelley,2005-01-18,-4.723622233121915,-0.5852874359144425,-1.2463129417264438,-1.5501161367582277,0.18951280989110617,-1.1638234400128,-1.207538673239089
Kelley,2005-01-19,-4.491283080922567,-0.5795180028456117,-1.2386576344399656,-1.5229247482608554,0.2215972095164074,-1.2625259253790544,-1.1888708430906814
Kelley,2005-01-20,-3.579083822626002,0.18463417347765368,-1.1599480590625795,-0.5949982877405021,-0.13622163222006484,-0.18018890546621982,-0.44594088378824864
Kelley,2005-01-21,-5.522476210329948,-0.742341046595537,-0.7248477989283301,-1.2058156084923637,-0.18184393829550968,0.4789306130645683,-0.17296048626701593
Kelley,2005-01-22,-5.772519183333561,-0.6806233381657328,-0.7730625367028844,-1.2908150099738591,-0.15907856856942962,0.38728743095552215,-0.33045376034170904
Kelley,2005-01-23,-5.330307122757097,1.0110271509652702,-2.116573283396685,2.506396804331626,3.127968504789381,0.13790048072427996,-1.1481837933492491
Kelley,2005-01-24,-4.482489231892775,-0.7662537419308015,-0.7322650850844938,-1.1850870678622163,0.044392491044389006,-0.22504748760540985,-0.20041672495598475
Kelley,2005-01-25,-4.339964945105366,-0.8097427943205143,-0.7460537902839988,-1.202881167614843,0.15347064748517594,-0.34793451766212813,-0.043437389442521165
Kelley,2005-01-26,-5.379720990522388,-0.6870992020740805,-0.6029428896675242,-1.1667398941379752,-0.16063509450094354,0.4556283273442195,-0.1276060675761727
Kelley,2005-01-27,-5.60530732131952,-0.6548559620456057,-0.851116052915946,-1.4588048912548048,0.059919446301306814,-0.20575142141310424,-0.5287269341383604
Kelley,2005-01-28,-5.373675946459002,-0.6394532091934263,-0.7616773619444364,-1.3985566934972027,0.06390503066514414,-0.19717923742091717,-0.45803026201282865
Kelley,2005-01-29,-4.540816820361276,-0.677085688771009,-0.58699615596879,-1.200798471244619,0.08249867339564541,-0.21866362729318803,-0.18968254246112992
Kelley,2005-01-30,-3.699580405896238,-0.7053504754874406,-0.4201129777518892,-0.9739343419526292,0.06589945812947046,-0.18495757243570718,0.07311912047410028
Kelley,2005-01-31,-4.098940680230867,-0.6143201447798731,-0.4208001649880347,-1.0212525419081355,-0.00012427790500803211,-0.07813863756026865,-0.09955787419784246
Kelley,2005-02-01,-4.166971328738018,-0.707995390255309,-0.5493110993179087,-1.2049889182411044,0.2585020812591676,-0.45933919292673464,0.026831674943588183
Kelley,2005-02-02,-3.616488369362803,-0.8100326005279618,-0.5366996612089022,-1.1775222949052528,0.4450086440193031,-0.7146643476556266,0.33787008510450883
Kelley,2005-02-03,-3.569051452651866,-0.7171192542597054,-0.3297588969080849,-0.9950094986437863,0.1947151892322887,-0.289903202424959,0.2621443893586791
Kelley,2005-02-04,-2.7370797323752547,-0.8397778547095991,-0.17223613688649517,-0.8000440371884929,0.28799519468116824,-0.2737911200052205,0.7882160277692042
Kelley,2005-02-05,-2.3346237695139345,-0.8112520876358025,-0.10896968709186865,-0.7435019298676746,0.282457175044393,-0.4118131570982515,0.6986145591828901
Kelley,2005-02-06,-2.580953296804361,-0.6312351028650782,-0.17744419404523934,-0.8339395451506753,0.2163119518937139,-0.5977425940450873,0.1709380837566211
Kelley,2005-02-07,-3.1665746270349047,-0.6270953112440507,-0.23667046892049326,-0.9519838792696549,0.2017316416020334,-0.49663666599964634,0.08948619827137798
Kelley,2005-02-08,-2.301505637367065,-0.5751979493340981,0.09642050308776386,-0.5551223382542729,-0.08521639700312852,-0.060029613659633746,0.20759431503412296
Kelley,2005-02-09,-1.9333143267034865,-0.4103909325610372,0.012523091183670445,-0.5757045587458463,-0.1109027700993601,-0.5164603827024268,-0.364204395880963
Kelley,2005-02-10,-2.511038495781824,0.3721628224595954,-0.9422511781275027,2.948693388893799,3.2217111424383162,0.04165332365713373,-0.1787614347831184
Kelley,2005-02-11,-2.3097407695651406,-0.4197738080609245,0.00865769579064867,-0.46154779477076574,-0.2878073793965739,0.01999576714865987,-0.17268407112873915
Kelley,2005-02-12,-2.864308195619843,-0.9851429242580174,-0.4901690952148362,-0.9721734268609985,0.49338731425923144,-0.6209552126659137,0.873270113677464
Kelley,2005-02-13,-3.2503066216399668,-0.6887312220795596,-0.5610261057599597,-0.9897730931952432,0.1422950700586272,-0.5797819210068057,-0.1201077276882782
Kelley,2005-02-14,-3.967401093388231,-0.8632306177363542,-0.411597369134188,-0.9379936174790094,0.1307411645686729,0.21723892762863733,0.7026930470044851
Kelley,2005-02-15,-3.2416887480613976,0.534953339400564,-1.4995636106761978,2.8300167989392944,3.403985238432142,-0.003002932277642616,-0.004303331954596535
Kelley,2005-02-16,-1.8366600264138557,0.07419340508352516,-0.9142050496849441,-0.39454896503788744,0.27921492449865887,-0.7901111529238429,0.288661999239964
Kelley,2005-02-17,-2.1612494583716444,-0.5823246589144235,-0.19085518942525062,-0.4861422524161929,-0.2778379907094412,-0.031815868196675826,-0.1485198123139755
Kelley,2005-02-18,-3.1702357114525093,-0.6906159184220909,-0.5816181095923295,-0.8725003005774107,-0.06763110910385023,-0.3045055797261996,-0.2585892207084535
Kelley,2005-02-19,-4.133865091660791,-0.6980335599370251,-0.8563734207242029,-1.190767600579783,0.0608630735153784,-0.496262042646944,-0.46936714558872145
Kelley,2005-02-20,-4.8008675079345595,-0.7223628248566704,-0.873836912547026,-1.2995766368771233,0.08200784546349625,-0.2868157031015539,-0.3452220488383336
Kelley,2005-02-21,-5.139504588994785,-0.7003714995448422,-0.7828337991954448,-1.2594202361783415,0.02208381744327109,0.06882139506399426,-0.14749797755359192
Kelley,2005-02-22,-3.831176059535939,-0.6032219223584876,-0.6555304475919772,-1.0687811041400106,0.020614742002176806,-0.420116427158903,-0.4163687993857196
Kelley,2005-02-23,-3.451691718181702,-0.5032862246672429,-0.5628753581576458,-0.9052715683558312,-0.052225677397398106,-0.3426413843252978,-0.3877013722336243
Kelley,2005-02-24,-3.7973904749012615,-0.7389500030462169,-0.5726784228392886,-1.0813917678054743,0.194315698459839,-0.38301109440219616,0.09523402240700478
Kelley,2005-02-25,-4.307367091800577,-0.5693689599816565,-0.7033552130603749,-1.1865222362671923,0.20254325461339842,-0.4466863886727926,-0.1521141060249185
Kelley,2005-02-26,-3.892881285201962,-0.6531019474734047,-0.46620890136238796,-1.0277429696337217,0.09798770994754918,-0.21904082956155685,0.023354749832577223
Kelley,2005-02-27,-3.395251043531358,-0.6131593068449391,-0.5216566424051973,-1.0443479502162234,0.2503523756388071,-0.6705478593593903,-0.04578508519369483
Kelley,2005-02-28,-3.386915922828952,-0.20395583552251437,-0.769842215697524,-0.9296560976668887,0.324289539642757,-0.7680868091444422,-0.045703892964708635
Kelley,2005-03-01,-2.8019753002020122,-0.08322543122431994,-0.8083128467689167,-0.7374035500138847,0.4344172088730835,-0.8272896475290814,0.3251034788604141
Kelley,2005-03-02,-2.514384256146925,-0.18427693249724084,-0.8564344701017699,-0.6040035898185753,0.6397238552687895,-0.690242057923089,1.159787361519251
Kelley,2005-03-03,-3.310549530603595,-0.7133383614891561,-0.31639243396446237,-0.8953030904806578,0.2729585843884476,-0.25790751059040223,0.5983617866979375
Kelley,2005-03-04,-4.48786872841097,-1.0257534615793273,-0.3491506510243888,-1.190127948965141,0.5040975237998738,0.05095367636374753,1.2545621501006439
Kelley,2005-03-05,-3.961689071971562,-0.9471530776909677,-0.20732283779033212,-1.0437078922273277,0.4242678318142269,0.039410245171524166,1.1697085387702024
Kelley,2005-03-06,-3.8222314328917237,-0.23188138435063896,-0.6395721571298104,-0.779086239383524,0.49232448905075926,-0.06803491979943806,1.158103454152721
Kelley,2005-03-07,-3.498785740939768,-0.657666190449234,-0.3058489851039018,-0.819234618360107,0.5429950577942521,0.008766194591195648,1.52764003430797
Kelley,2005-03-08,-2.8849011397072455,1.5760053323394532,-1.7444419862828189,3.397934130969121,3.5188154426684557,0.2702092841563919,0.5954808957068645
Kelley,2005-03-09,-3.26988454179978,-0.6901326662910201,-0.5587112928350622,-0.9674440854239945,0.23007261842995738,-0.5051862434711711,0.16973910937015024
Kelley,2005-03-10,-4.297193624669842,-0.7522275576012575,-0.7587031974460071,-1.1188915861645305,-0.003194522730255878,-0.09763471373381317,-0.17568778961421416
Kelley,2005-03-11,-4.340215344260078,-0.7946285415883236,-0.8053015134707477,-1.1090501711730367,-0.005375643893373835,-0.023990095855217813,-0.07728297480666695
Kelley,2005-03-12,-3.3660314053284064,-0.8581188618287875,-0.6759224606463148,-0.9175906677818562,0.032665787529991185,-0.177450201436638,0.13793895665757255
Kelley,2005-03-13,-2.840927621293194,-0.8652764759030919,-0.658923746955719,-0.8779908764663551,0.1182976382471002,-0.46185677650549617,0.14777205816970457
Kelley,2005-03-14,-2.525878057180623,-0.815406770791948,-0.537857588147229,-0.7738069057592929,0.10954120090735926,-0.4327024373392296,0.23929096095209682
Kelley,2005-03-15,-2.008686349979336,-0.7829970238294482,-0.5361676999861683,-0.6849453159137656,0.24382876071799475,-0.6188921777301979,0.4821125640043538
Kelley,2005-03-16,-2.299624955382948,-0.8476023113487736,-0.4340221996556498,-0.7483219519304707,0.20657238987449683,-0.4913459697401964,0.46366652504331407
Kelley,2005-03-17,-2.573884528238955,-0.8068109907755928,-0.40207350846161355,-0.7721919140904723,0.19279311386133594,-0.3791131538013458,0.4775523898340403
Kelley,2005-03-18,-1.3556681644432702,-0.9842016813607837,-0.533515016564864,-0.3809941908536088,0.0765816970161881,-0.3380662506005769,0.7721181028187516
Kelley,2005-03-19,-1.3811787360238867,-1.1780257151040248,-0.3544502521967549,-0.441527973872907,0.05397397980808685,-0.25599818291845516,0.8238505737040953
Kelley,2005-03-20,-1.3176269140582728,-1.2686039172908645,-0.6156979791977674,-0.5628332994267752,0.17460752329064558,-0.6114278580065731,0.7152983672259123
Kelley,2005-03-21,-0.9235946951258183,-0.36184446353478145,1.6630838124053058,-0.5062136506533026,0.7302413075639712,-1.2625189552055174,1.1080225035784423
Kelley,2005-03-22,-1.3680842647438747,-1.1988647912412933,-0.5900952547759787,-0.5942368045418744,0.18523106134734477,-0.6911579255639796,0.5987009103077653
Kelley,2005-03-23,-1.2428094078740826,-1.1789633891836127,-0.7475629034633925,-0.549080836411279,0.1472335331481057,-0.7114189090162695,0.530769978930112
Kelley,2005-03-24,-1.943536541751773,-0.8804940793076399,-0.4063564571986099,-0.7255348906681167,0.10273120172495102,-0.6935781270958835,0.04147959187000318
Kelley,2005-03-25,-1.7895511331408334,-0.9512578353287653,-0.4295673416477956,-0.6461742677943438,0.014290029802777956,-0.5937802147100385,0.06320455264331162
Kelley,2005-03-26,-2.1354978074133073,-0.8379319292766462,-0.522911911299771,-0.7976654848013986,0.06294771194338343,-0.7882691106541685,-0.237633136782339
Kelley,2005-03-27,-1.8265511645802217,-0.8097869360147127,-0.367934400770049,-0.7675650080205209,0.1288281958141124,-0.9409674447897239,-0.1942689716315534
Kelley,2005-03-28,-0.6631375362470433,-0.05848527013091009,2.979724676079692,2.963399226286862,3.0174088371294414,-0.24748143648116672,-0.7195416116240381
Kelley,2005-03-29,-0.4243247105231096,-1.3119991053433249,0.12025024491920862,2.950392887980699,2.5298344651251945,0.08204253914553171,-0.923481011787154
Kelley,2005-03-30,-1.1157190770110321,-1.2544443452722018,-0.08657823444008997,2.6357710653849473,2.7284931414939178,-0.2682707856461079,-1.1470897730118945
Kelley,2005-03-31,-1.336309321880577,-1.2601793900080989,-0.07877798638592398,2.4425633863634078,2.956705282643605,-0.5822953041006006,-1.0999219638042723
Kelley,2005-04-01,-1.012499686389927,-1.2125733070850488,0.03248851995075074,2.663270983852798,2.7016169209539296,-0.2949731875466064,-1.2310343088351978
Kelley,2005-04-02,-0.8267653610056908,-1.1788047040615788,0.09803284169598696,2.718773018687041,2.7130368545447463,-0.2958574780260071,-1.1662643560871535
Kelley,2005-04-03,-0.8840555514820376,1.3128121865636806,-0.15265142451865407,3.579578681372425,2.944936849562274,-0.16364338090907185,-0.8649984500787798
Kelley,2005-04-04,-0.29826564749893214,-1.0299444087354293,-0.1595662775160023,2.8458883601934595,2.8561305205412695,-0.5706757746324195,-0.9804075226510549
Kelley,2005-04-05,-0.4575308246088898,-1.3032939649624007,-0.09221970401638628,2.746858301508797,2.7382464745727586,-0.4507483555326196,-1.130275385631238
Kelley,2005-04-06,-0.22700350341509637,-1.4506016135451478,-0.21688316082972464,2.8535824942969983,2.572931096790501,-0.24238910123964172,-1.1290415928420172
Kelley,2005-04-07,-0.8607235482630682,-0.6674667914397905,-0.5364772674330264,2.822759439173212,2.9256059328516395,-0.5967921911059507,-1.0606395153170822
Kelley,2005-04-08,-0.281408224649726,-1.4116693181412463,-0.18695968523934622,2.7962634396570984,2.6931327121240103,-0.42652098914013703,-1.078335591863512
Kelley,2005-04-09,-0.5730434602134898,-1.279783665469613,-0.0017737504748335823,2.914266124214052,2.3770804496911557,0.0815247771753963,-1.3441161313177568
Kelley,2005-04-10,-0.4230097682298028,-1.3013545179338621,0.02150658595984525,2.8613265165179507,2.533040966125481,-0.1364078159829553,-1.215603250157039
Kelley,2005-04-11,-1.4493506916781775,-0.7246611881753492,-0.6914020454539573,2.766459336782712,2.6834872147657323,-0.2683921276905682,-1.3969384968744356
Kelley,2005-04-12,-1.4330683714414552,-0.9887358967072165,-0.4636451783447955,-0.35123278833934346,-0.33315974517055136,-0.09263458854161535,0.03842461789507337
Kelley,2005-04-13,-1.352028980792554,-0.9954077124191438,-0.34561217561793417,-0.2924865021932007,-0.40161926567124206,0.0064631176573990146,0.03602019334697275
Kelley,2005-04-14,-0.5119895331798654,-0.9549110995370242,-0.2689795571854202,-0.28651410285595147,-0.1500935950324638,-0.6316883494091442,0.07874440779589911
Kelley,2005-04-15,-0.8403290351600705,-1.031512579560607,-0.2192938393740473,-0.3368638284481365,-0.0777449920665628,-0.4790674114065028,0.36405562185686013
Kelley,2005-04-16,-0.5270157284270853,-1.005201958233602,-0.5544922612667773,-0.3943069668432456,-0.12707541091505367,-0.9021661649610583,-0.20673667542897253
Kelley,2005-04-17,-0.4185772901794014,-0.9487297403526623,-0.47707026768241895,-0.2745884303369484,-0.25809776772665066,-0.7039253349674044,-0.2382206593321084
Kelley,2005-04-18,0.0032280969005265853,-1.334900054874518,0.013058361310593968,2.9197169019849474,2.6232201735563074,-0.2669156132128031,-1.0379150128199166
Kelley,2005-04-19,-0.44465915450536164,-1.3226971669344203,-0.12278163467382758,2.869282495004587,2.507242226768889,-0.09979205649731389,-1.241639044895643
Kelley,2005-04-20,0.8660737270503716,-0.11151731176948625,-0.5015616684890065,3.521448996522854,3.0064400318329354,-0.5966781923419584,-0.33217204305617465
Kelley,2005-04-21,-0.6361914439124228,-1.1736818138078056,-0.3262548724696999,2.7734725337817134,2.731199880575832,-0.42153335778787004,-1.1608254105038565
Kelley,2005-04-22,-0.9014631830232436,-1.3593384167997007,-0.323415016534805,2.639359469981012,2.6811121732488985,-0.3803526799593951,-1.3084061219209246
Kelley,2005-04-23,-0.9219050545811275,0.7968102235289708,-1.9679694242267376,3.4021930401026026,3.1398411632507095,-0.6510478864841699,-0.6863969628034579
Kelley,2005-04-24,0.13114609859394638,-1.3307701042094058,-0.08046981270735361,3.0309218015210835,2.5075665400445866,-0.12995248252419236,-1.0521110319763036
Kelley,2005-04-25,0.48276290969640034,-0.0466337572832641,-0.7036713022479102,3.4036931436356705,3.0953669094172938,-0.7396675586567293,-0.4066065924950955
Kelley,2005-04-26,0.06324036232751391,-1.420747491327808,-0.1078619004335517,2.9895596225976826,2.4826451289432168,-0.10861160241976348,-1.0936870181184886
Kelley,2005-04-27,0.2192488263185278,-1.3465174179886437,0.12794640576028898,3.0907410554598678,2.4070136277563114,0.039678560072342633,-1.0776190676611448
Kelley,2005-04-28,0.28419680865251695,0.46582784208087563,1.626102505279192,3.3456139967324834,3.296234368124016,-0.8867226071996015,-0.3656615825294736
Kelley,2005-04-29,0.04979354556908502,-1.2848711435397864,0.04434176274009806,3.035212370502522,2.4767616193490154,-0.06978029436472895,-1.0986576158832817
Kelley,2005-04-30,-0.23215655165360574,-0.4844398478461756,-0.6978171850957526,3.1716635869873895,2.7931544989165578,-0.3687727698180197,-0.8581752277070333
Kelley,2005-05-01,0.4874537471912137,-0.18066596554551814,-0.9052846640176109,3.5051846522522614,2.838307278107416,-0.41338252226921784,-0.547111320910185
Kelley,2005-05-02,0.07329696663794162,-1.4003502006070347,-0.02326976174904482,2.8871763113479196,2.685412958511807,-0.3890716303874003,-0.9821104404418095
Kelley,2005-05-03,-0.3567466344367266,-1.1275624413763197,-0.3460401815790099,2.830627355984903,2.807794907315432,-0.5184472621713004,-1.014220330667578
Kelley,2005-05-04,-0.10224655067068876,-1.5596711324785884,-0.42850087114735114,2.918171047323994,2.475120956347081,-0.1279565655610364,-1.1311307856841495
Kelley,2005-05-05,0.12810923089051773,-1.5257436705697454,-0.2599913192393963,3.0039378381641337,2.436124269005738,-0.06056597769899307,-1.0883323969694205
Kelley,2005-05-06,0.30301938705382736,-1.4817069123877717,-0.18738596721691686,3.030699039484524,2.5072381136489152,-0.1403569776380279,-0.9829329129571984
Kelley,2005-05-07,-0.0593663964026523,-1.2043531005048869,0.12819266058772025,3.2293909413042794,2.08509621972509,0.517222417456865,-1.3482531450007753
Kelley,2005-05-08,-0.7026837611604494,-0.9283457655562916,-0.979993644879509,2.82332455258222,2.852619319851469,-0.5956790361278758,-1.0686645904882213
Kelley,2005-05-09,0.30123167839699766,-1.5460577855478819,-0.34508888046069064,3.0366935845306324,2.4436401171827353,-0.09729492380926148,-1.0384354876479918
Kelley,2005-05-10,0.3166129986223104,-1.5925016469172786,-0.288479302969964,3.0764116726480633,2.3762185351812404,-0.010581439628101092,-1.0435674764277594
Kelley,2005-05-11,0.7911098895889911,-1.6922892995349692,-0.21235870563412185,3.135590142502573,2.464917608416303,-0.15094404351915786,-0.8306623799224964
Kelley,2005-05-12,0.28399825696860026,-1.4841207675247887,-0.20348006157784743,3.093279482312796,2.4148222287088226,-0.049086405918052016,-1.019425330786913
Kelley,2005-05-13,-0.7566586621234813,-1.307022072365925,-0.1349130554523034,2.8961715477805114,2.316294708020173,0.1303826104386518,-1.4265108366310897
Kelley,2005-05-14,-0.3930714231250358,-1.444159237652917,-0.1646854039068609,2.8511984840351308,2.521241136731335,-0.18949517745257613,-1.1832828322000684
Kelley,2005-05-15,0.3504293255720703,-1.039158061213197,-0.2843384113299231,3.246489885933491,2.525057541204513,-0.12355992738114602,-0.8710228517035179
Kelley,2005-05-16,0.08448073511057991,-0.7421345991367178,-0.5958061921854039,3.1910681930688636,2.7478704558329805,-0.4091093546070622,-0.8020546436063772
Kelley,2005-05-17,0.23686210272344418,-1.3390208492017681,0.19805684774742577,3.165760710366167,2.3034312173596634,0.14717466789940503,-1.1087896107518054
Kelley,2005-05-18,0.5308477643760391,-0.6373630290587481,-0.4445295581925446,3.363101636539982,2.7134585157541844,-0.2976881397265789,-0.6761253525890463
Kelley,2005-05-19,0.247050468527109,-1.0505040252727662,0.07096655395021652,3.1273788691401,2.579263475748375,-0.1616791893937729,-0.9592549588690973
Kelley,2005-05-20,-0.2007478804034976,-1.1309988720984434,0.07559453757475254,2.9440806777546182,2.6120828908514397,-0.23110680325112093,-1.1075507361628372
Kelley,2005-05-21,-0.22541952905010812,1.4969940531346977,-2.123508580365763,3.8404931632378805,3.2581513449515014,-0.6895539368514089,-0.3087740703775397
Kelley,2005-05-22,-0.44799996886455057,-0.1040538872220914,-0.9465579235771279,3.3145695627051612,2.70838185432185,-0.20147490285118835,-0.9626979578439113
Kelley,2005-05-23,0.31160352254968177,-1.406475543283596,-0.1710255543694566,3.0785283694319316,2.4617379532804713,-0.0727764076822301,-1.0250602805568825
Kelley,2005-05-24,0.21492352382567362,-1.4769327062670967,-0.1413831744551955,3.0398060113059255,2.4412875764563657,-0.056555557128226845,-1.065233909957866
Kelley,2005-05-25,0.40541633222280415,-1.4579133343644224,-0.028330768054982764,3.0902535172418673,2.449942815410703,-0.05571316809616227,-0.9992042008507966
Kelley,2005-05-26,-0.17138784794281198,1.2584595938276892,-2.3225111133121703,3.793955856541995,3.228842410950775,-0.7126893886911795,-0.3180826330036962
Kelley,2005-05-27,0.7052880116822984,-1.3350685806491078,-0.14328711986809245,3.174857586954546,2.547928755804479,-0.18238322450441188,-0.8406630805438277
Kelley,2005-05-28,0.26027054305446057,-1.4622008391555061,-0.14866386319200087,2.993519029063963,2.5534666304108615,-0.22608239985093576,-1.0021674435959342
Kelley,2005-05-29,0.3576042205464236,-1.1005207783443034,-0.3237163662617705,3.1679924818395606,2.585437867513007,-0.20044968468327434,-0.8965585788441363
Kelley,2005-05-30,0.9856536939341216,-1.4867854355932157,0.07057507050527784,3.189242971287586,2.5480368859272047,-0.1990422005461567,-0.7604646455612986
Kelley,2005-05-31,1.3537892296168486,-1.497628683252737,0.24178717076564907,3.3726365446746076,2.4014325784541914,0.03439651530485067,-0.6939724613965246
Kelley,2005-06-01,1.7221111266621816,-1.606352519557525,0.3025000384551606,3.4012329845721827,2.4786222183424615,-0.0930934557347909,-0.5241860609075881
Kelley,2005-06-02,1.7865905287576238,-1.5988228706859309,0.37140260535077596,3.4210400576222098,2.4800184406249866,-0.0884102111235593,-0.5000963285230702
Kelley,2005-06-03,1.3567638499661492,-1.5663485964037613,0.35777438091496805,3.301972520277734,2.500605909702129,-0.11926490911289145,-0.6298928776354769
Kelley,2005-06-04,1.3001593352573433,-0.8218368516917729,-0.20897956946373922,3.5508175307403684,2.6665877995224285,-0.2263340138385048,-0.42904356531119703
Kelley,2005-06-05,1.1104987304870826,-1.1452463521784793,0.17196095709745712,3.355260020687596,2.5982780608917686,-0.1982754699009111,-0.6188894410280708
Kelley,2005-06-06,0.3719058326089523,-0.26512987822041656,-0.5498596041374763,3.384796798392614,2.8950648882069387,-0.461364766896681,-0.5710474108622496
Kelley,2005-06-07,1.1905309859226754,-1.1070121965854822,0.06978161610338436,3.2723672739605396,2.8125635224373906,-0.497125526394289,-0.48301001251493153
Kelley,2005-06-08,1.7709752399794254,-1.5922711723886753,0.3761000885047595,3.3476769120501295,2.595516744328105,-0.2628478385143345,-0.45845762747738017
Kelley,2005-06-09,2.0035493131394726,-1.6282978789091422,0.4256584981330853,3.428923045638871,2.560346482699946,-0.21311710007250456,-0.380988174078273
Kelley,2005-06-10,2.422624236473598,-1.6059083517414976,0.6317948786859677,3.6503897550119433,2.3837587540908474,0.06329244617074972,-0.32546906967407274
